comments,labels
“Game Day” ලෙස හැඳින්වෙන්නේ ජනපති සහභාගීවන උත්සවය හෝ සමුළුව පැවැත්වෙන දිනයයි. ඒ දිනයේදී ක්‍රියාපිළිවෙල තරමක් වෙනස්:,1
#6. මෙවර ඉන්දීය ජනරජ දින රැළිය මෑත කාලීන ඇමරිකානු ජනපතිවරයෙක් මිනිත්තු 45කට වැඩි කාලයක් එළිමහනේ විවෘත රැළියකට සහභාගී වන ප්‍රථම අවස්ථාවයි.,1
මෙවර ජනරජ දිනයේදී ජනපති ඔබාමා පැය 2කකට අධික එළිමහන් රැළියකට සහභාගී වීමට නියමිත අතර ඒ කාලය ජනපති ආරක්ෂක අංශ නිළධාරීන් හට වැඩි අවධානයකින් සිටීමට සිදුවේ.,1
#7. ඔබාමාගේ Cadillac One රථය හැරුණුකොට වෙනත් රථයක ඔබාමා ගමන්ගන්නා ප්‍රථම අවස්ථාවත් මෙය විය හැකියි.,1
"ඉන්දීය ජනරජ දිනයේ සම්ප්‍රදාය අනුව ආරාධිත අමුත්තා රාජ්පත් සිට රාෂ්ඨපති භවන් දක්වා ගමන්ගන්නේ ඉන්දීය ජනපති සමඟයි. නමුත් ඔබාමාගේ Cadillac One රථය හඳුන්වා දීමත් සමඟ මේ වනතෙක් ඔහු වෙනත් කිසිදු වාහනයක ගමන්ගෙන නැහැ. කෙසේ නමුත් ඉන්දීය ආරක්ෂක නිළධාරීන් පවසන්නේ ඉන්දීය ජනරජ දිනයේ සම්ප්‍රදාය වෙනස් කළ නොහැකි බවයි. එ බැවින් බොහෝවිට ඔබාමා, නරේන්ද්‍ර මෝඩි සමඟ මෝඩිගේ රථයේ ගමන්කරනු ඇති නමුත් ඔබාමාගේ ආරක්ෂාව සම්බන්ධයෙන් ගැටළු මතු වුවහොත් ඔබාමාගේ Cadillac One (The Beast) මෝටර් රථයත් මෙවර රථ පෙළපාලියට එකතු වනු ඇත.",1
මීටඅමතරව ඉන්දීය රජයත් ජනපති ඔබාමාගේ ආරක්ෂාව උදෙසා විශේෂ පියවර අනුගමනය කර ඇත.,1
#8. ඔබාමාගේ සංචාරය අතරතුර ආරක්ෂාව සඳහා දිල්ලි නගරයේ 15000කට අධික ආරක්ෂක කැමරා සවිකර ඇත.,1
"#9. රැලියට දින 3කට පෙර සිට රාජ්පත් හි සියළුම දුම්රිය ස්ථාන, රාජ්‍ය ආයතන සහ මාර්ග වසා ඇත.",1
#10. ජනරජ දිනයේ රැළිය පැවැත්වෙන ස්ථානයේ සිට කිලෝමීටර් 450ක ප්‍ර දේශයක අහස ගුවන්යානා හෝ වෙනත් පියාසර යානා ගමන් කිරීම තහනම් කර ඇත.,1
#11. ඇමරිකානු ජනපති ගමන්ගන්නා යානය හැඳින්වෙන්නේ Air Force One ලෙසයි.,1
"මෙවර ඉන්දීය ගමනේදී ඔබාමා ගමන් ගන්නා යානය Air Indian One නමින් හැඳින්වෙන අතර එම යානයත් Air Force One මෙන්ම තාක්ෂණයෙන්, පහසුකම් වලින් හා ආරක්ෂාවෙන්ද උසස් බවයි පැවසෙන්නේ.",1
#12. ජනපති හා පිරිස ප්‍රවාහනයට ජෙට් යානා එකක් නොව දෙකක් යොදාගන්නා අතර අනෙක් යානය අමතර යානයක් ලෙසයි රැගෙන යන්නේ.,1
#13. ඇමරිකානු ජනපතිගේ නිළ කාමරය වන Oval Office කාමරය මෙන්ම Air Force One ගුවන් යානයේ අභ්‍යන්තරය නිමවා ඇත.,1
#14. එම යානයට මිසයිල මඟහැර ගමන් කල හැක.,1
#15. 2001 සැප්තැම්බර් 11 වන දින ඇමරිකානු ප්‍රධාන පෙලේ ආරක්ෂක ස්ථාන වලට ප්‍රහාර එල්ල වූ අවස්ථාවේ ජනපතිගේ ආරක්ෂක ස්ථානය වූයේත් Air Force One යානයයි.,1
ගුවන් ගමනට වඩා සැපපහසු ආරක්ෂිත ආකාරයටයි ඔබාමාගේ නිල රථය Cadillac One නිපදවා ඇත්තේ.,1
#16. Cadillac Limo මෝටර් රථයක පෙනුම තිබුනත් මේ රථයේ එංජිම ට්‍රක් රථ එංජිමක්.,1
#17. නිල රථයේ දොරක බර = බොයිං 757 යානයක දොරක බර,1
අඟල් 8ක් ඝණකම ඇති මෝටර් රථයේ වීදුරු අඟල් 5ක් පමණ ඝණකමකින් යුක්තයි.,1
#18. මේ කාරය මිසයිල ප්‍රහාරයකට වුවත් පහසුවෙන් ඔරොත්තු දෙයි.,1
#19. අංශක 180ක කෝණයකින් මෝටර් රථය හැරවිය හැකි අතර ජනපති ඔබාමාට න්‍යශ්ඨික ප්‍රහාරයක් පවා සිය මෝටර් රථයේ සිට මෙහෙයවිය හැක.,1
#20. ඇමරිකානු ජනපතිගේ ඉන්දීය ගමනේ වැඩකටයුතු සඳහා දිනකට ඩොලර් මිලියන ගණනක් වැයවේ.,1
ඉන්දීය පුවත් වාර්ථා කරන අයුරින් ඔබාමාගේ ඉන්දීය සංචාරයේ කටයුතු සඳහා දිනකට ඩොලර් මිලියන 200කට අධික මුදලක් වැයවේ. (රුපියල් කෝටි 2644කට ආසන්න මුදලක්),1
මැතිවරණ ක්‍රමය සංශෝධනය කිරීම  සම්බන්ධයෙන් වන සංශෝධන කෙටුම්පත පාර්ලිමේන්තුවට ඉදිරිපත් කර ඉන් අනතුරු පාර්ලිමේන්තුව විසුරුවා හැරීමට ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා බලාපොරොත්තු වන බව අධිකරණ අමාත්‍ය විජේදාස රාජපක්ෂ මහතා පවසයි.,1
යම් යම් පාර්ශවයන්ගේ ඉල්ලීම මත මැතිවරණ ක්‍රමය සංශෝධනය පිළිබඳ වන කෙටුම්පත පාර්ලිමේන්තුවට ඉදිරිපත් කිරීමෙන් අනතුරුව මෙලෙස පාර්ලිමේන්තුව විසිරුවා හැරීමට ජනාධිපති බලාපොරොත්තු වන බව අධිකරණ අමාත්‍යවරයා සඳහන් කර  සිටියේය.,1
එම සංශෝධන කෙටුම්පතේ ඉදිරි කටයුතු ඊළඟ පාර්ලිමේන්තුවේදී තවදුරටත් කරගෙන යෑමට ජනාධිපතිවරයා මෙන්ම ආණ්ඩුවක් ලෙසද   බලාපොරොත්තු වන බව ඔහු  අවධාරණය කළේය.,1
"එසේම දින සියය තුළ ආණ්ඩුව විසින් සිදු කිරීමට තිබු සියල්ල අවසන් බවත්, ඒ අනුව පාර්ලිමේන්තුව තවදුරටත් පවත්වාගෙන යෑමෙන් ප්‍රායෝගිකව ප්‍රතිඵලයක් නොමැති බවත්, ආණ්ඩුවේ ස්ථාවරයද පාර්ලිමේන්තුව විසිරුවාහැරීම බවද ඒ මහතා අද දෙරණට සඳහන් කළේය",1
එමෙන්ම විපක්ෂය විසින් අගමැති රනිල් වික්‍රමසිංහ මහතා සම්බන්ධයෙන් යොමු කරන ලද විශ්වාසභංග යෝජනාව ඉතාමත් අඥාදායක ක්‍රියාවක් බවද අමාත්‍ය විජේදාස රාජපක්ෂ මහතා පැවසුවේය.,1
"ඒ මහතා සඳහන් කර සිටියේ අගමැතිව‍රයා පවසන්නේද ආණ්ඩුව විසිරුව හැරිය යුතුව ඇති බවත්, එසේ තිබියදීත් විපක්ෂයෙන් විශ්වාසභංග යෝජනාවක් ගෙන ඒමේ තේරුම ප්‍රජාතන්ත්‍රවාදය හා පාර්ලිමේන්තු ක්‍රමය පිළිබඳ වැටහීමක් නොමැති බවයි.",1
එහි ඇති ඛේදජනක තත්ත්වය වනුයේ අගමැති රනිල් වික්‍රමසිංහ මහතා යටතේ එ.ජා.පයෙන් තරඟකර  මේ වන විට විපක්ෂයේ සිටින පුද්ගලයින් පවා අගමැතිවරයාට එරෙහිව විශ්වාසභංග යෝජනාවට අත්සන් කිරීම බවද අමාත්‍ය විජේදාස රාජපක්ෂ මහතා  වැඩිදුරටත් අද දෙරණ සමඟ සඳහන් කර සිටියේය.,1
නාරාහෙන්පිට අභයාරාමය මැතිවරණ කාර්යාලයක් නොව පන්සලක් බව හිටපු ජනාධිපති මහින්ද රාජපක්ෂ මහතා පවසයි.,1
වෙන්නප්පුවේ හා කුලියාපිටියේ පක්ෂ ක්‍රියාකාරීන් පිරිසක් අද හිටපු ජනාධිපතිවරයා මුණ ගැසුණු අතර අනතුරුව මාධ්‍යවේදීන් විසින් නාරාහෙන්පිට අභයාරාමය දේශපාලන කටයුතුවලට යොදා ගැනීම සම්බන්ධයෙන් එල්ල වන චෝදනා ගැන හිටපු ජනපතිගෙන් ප්‍රශ්න කළ අවස්ථාවේ හෙතෙම මේ බව පැවසීය.,1
තමන් මුණ ගැසීමට නිතරම ජනතාව පැමිණෙන නිසා අභයාරාම විහාරස්ථානයේ විහාරාධිපති හිමියන් එම කටයුතුවලට තමාට අවසර දුන් බව එහිදී හිටපු ජනාධිපතිවරයා කීවේය.,1
තමන් නිතර පන්සල් ඇසුරු කරන අයෙකු බවද හෙතෙම පැහැදිලි කළේය.,1
ශිරන්ති රාජපක්ෂ මහත්මිය විසින් පවත්වාගෙන  ගිය බව කියන සිරිලිය ගිණුම ගැන මාධ්‍යවේදීන්ගේ ප්‍රශ්නයට හිටපු ජනපති කියා සිටියේ එය ඇසිය යුත්තේ යහපාලනයෙන් තමා යනුවෙනි.,1
"එම ගිණුමේ ආණ්ඩුවේ සල්ලි ඇත්තේත් නැති බවත්,  දීලත් නැති බවත්, හෙතෙම කීවේය.",1
පසුගියදා ශ්‍රීලනිප මාධ්‍ය හමුවකදී බෙදාහැරි “ මේ ගැනත් සිතන්න” පොත සම්බන්ධයෙන් ද මාධ්‍යවේදීන් හිටපු ජනපතිගෙන් ප්‍රශ්න කළේය.,1
"තමන් පොත ගැන දන්නේ නැති බවත්, එය තමන් දුටුවේ මාධ්‍යයෙන් බවත්, ‍හෙතෙම පැවසුවේය.",1
සුසිල් ප්‍රේම් ජයන්ත් හා අනුර ප්‍රියදර්ශන යාපා පක්ෂයේ තනතුරුවලින් ඉවත් කිරීමේ රාවයක් ගැන ද මාධ්‍යවේදීන් ප්‍රශ්න කළ විට රාජපක්ෂ මහතා කියා සිටියේ එවැන්නක් සිදුකරාවි යයි තමන් නොසිතන බවයි.,1
"ඉදිරි මැතිවරණයේදී ශ්‍රීලනිපයෙන් නාමයෝජනා නොලැබෙන බවක් පැවසෙන බව මාධ්‍යවේදීන් කියද්දී තමන් නාමයෝජනා ඉල්ලුවේ නැති බවත්, නාමයෝජනා ඉල්ලුවේ කවුදැයි යනුවෙනුත් හෙතෙම ප්‍රශ්න කළේය.",1
අගමැති රනිල් වික්‍රමසිංහ මහතාට එරෙහි විශ්වාසභංගය පාර්ලිමේන්තුවේ මහලේකම් ධම්මික දසනායක මහතාට බාරදුන් බව පාර්ලිමේන්තු මන්ත්‍රී මනූෂ නානායක්කාර මහතා පවසයි.,1
එම විශ්වාසභංගයට පාර්ලිමේන්තු මන්ත්‍රීන් 112 දෙනෙකු අත්සන් තබා ඇතැයිද ඒ මහතා අද දෙරණට පැවසීය.,1
අග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතාට එරෙහිව විශ්වාසභංගයක් ගෙන එන බව පසුගිය දිනවලදී විපක්ෂයේ මන්ත්‍රීන් පිරිසක් මාධ්‍ය හමු කිහිපයකදීම අවධාරණය කරන ලදී.,1
මේ අතර පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා පවසා තිබුණේ අගමැතිවරයාට එරෙහි විශ්වාසභංගය කථානායකවරයාට ඊයේ රාත්‍රී බාරදුන් බවයි.,1
ඊට මන්ත්‍රීන් 113 දෙනෙකු අත්සන් තබා ඇති බවද හෙතෙම පැවසීය.,1
ජාතික ආණ්ඩුවක් සඳහා එක්සත් ජාතික පක්ෂය සහ ශ්‍රී ලංකා නිදහස් පක්ෂය කිසිදු අවබෝධතා ගිවිසුමකට එළඹ නොමැති බව විපක්ෂ නායක නිමල් සිරිපාල සිල්වා මහතා පවසයි.,1
"එක්සත් ජාතික පක්ෂය සහ ශ්‍රී ලංකා නිදහස් පක්ෂය ජාතික ආණ්ඩුවක් සඳහා ගිවිසුමකට එළඹ  ඇති බවත්, රනිල් වික්‍රමසිංහ මහතා අගමැති ධුරයට පත්වීම කිසිවෙකුට වැළැක්විය නොහැකි බවත්, අමාත්‍ය සජිත් ප්‍රේමදාස මහතා පසුගියදා පැවති උත්සවයකදී ප්‍රකාශ කර ඇති බව විපක්ෂ නායකවරයා පෙන්වාදෙන්නේය.",1
අදාළ ප්‍රකාශය ප්‍රතික්ෂේප කරන බව නිවේදනයක් නිකුත්කරමින් පවසන විපක්ෂ නායක නිමල් සිරිපාල ද සිල්වා මහතා එවැනි ගිවිසුමක් ඇත්නම් එය ප්‍රසිද්ධියට පත්කරන ලෙස සජිත් ප්‍රේමදාස මහතාට අභියෝගයක් ද  කරයි.,1
ඉදිරි මහ මැතිවරණයකදී එක්සත් ජාතික පක්ෂයට අනිවර්යෙන්ම මුහුණ පෑමට සිදුවන දැවැන්ත පරාජය දැන දැන ශ්‍රී ලංකා නිදහස් පාක්ෂිකයන් සහ විපක්ෂ ක්‍රියාකාරින් අධෛර්යට පත් කිරිමේ අරමුණින් සජිත් ප්‍රේමදාස මහතා මෙවැනි ප්‍රකාශ සිදුකරන බව විපක්ෂ නායකවරයා පවසයි.,1
එමෙන්ම රටේ මීළඟ අගමැතිවරයා තීරණය කරනුයේ සජිත් ප්‍රේමදාස අමාත්‍යවරයා නොව එළඹෙන මහ මැතිවරණයේ දී ඡන්දය ප්‍රකාශ කරන ජනතාව බව ඔහු පෙන්වාදෙයි.,1
ශ්‍රී ලංකා නිදහස් පක්ෂය ඇතුළු එක්සත් ජනතා නිදහස් සන්ධානයේ ඒකායන බලාපොරොත්තුව හා අභිප්‍රාය වනුයේ ඉදිරි මහ මැතිවරණයේදී එක්සත් ජාතික පක්ෂය ඇතුළු ප්‍රතිගාමි බලවේග පරාජයට පත්කර එක්සත් ජනතා නිදහස් සන්ධාන රජයක් බිහි කිරීම බව විපක්ෂ නායකවරයා පවසයි.,1
එම පරාජය පිළිගැනිමට නොහැකිව එක්සත් ජාතික පක්ෂය ජාතික ආණ්ඩු සංකල්පයට මුලාවී ඉදිරි මැතිවරණයට මුහුණදීමට කටයුතු කිරීම හාස්‍යයක් බව නිමල් සිරිපාල සිල්වා මහතා නිකුත් කළ නිවේදනයේ වැඩිදුරටත් සඳහන්ය.,1
"ලෝක පරිසර දින ජාතික සැමරුම් උත්සවය ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතාගේ ප්‍රධානත්වයෙන් පොළොන්නරුව, මැදිරිගිරිය වටදාගෙය පරිශ්‍රයේදී අද පෙරවරුවේ පැවත්විණ.",1
"උත්සවය සඳහා පරිසර  රාජ්‍ය අමාත්‍ය රංජිත් සියඹලාපිටිය, උතුරුමැද පළාත් ප්‍රධාන අමාත්‍ය පේෂල ජයරත්න යන මහත්වරුන් ඇතුළු පිරිසක්  එක්ව සිටි බව  අද දෙරණ වාර්තාකරු සඳහන් කළේය.",1
එහිදී සැමරුම්  උත්සවය අමතමින් ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා සඳහන් කළේ පරිසරය සුරැකීමට නව වැඩපිළිවෙළක් ක්‍රියාත්මක කරන බවයි.,1
පසුගිය රජය සමයේ පරිසර හානි  විශාල ප්‍රමාණයක් සිදුව ඇති බව සඳහන් කළ ජනාධිපතිවරයා මින් ඉදිරියට එවැනි සිදුවීම් සිදුනොවීමට වගබලා ගන්නා බව ප්‍රකාශ කර ඇත.,1
ජගත් පරිසර දින සැමරුම වෙනුවෙන් වටදාගෙය පරිශ්‍රයේ පැළයක් රෝපණය කිරීමද ජනාධිපතිවරයා අතින්  සිදු විය. භාවිතයෙන් ඉවත්කරන ලද ජංගම දුරකථන අපහරණය කිරීමේ වැඩසටහනක් දීප ව්‍යාප්තව ක්‍රියාත්මක කිරීමද මෙහිදී සිදු විය.,1
මීගොල්ලෑව වැව ප්‍රතිසංස්කරණය කිරීමේ කටයුතු සනිටුහන් කිරීමද ජනාධිපතිවරයා අතින්  සිදු වූ අතර මධ්‍යම පරිසර අධිකාරියේ පිළිසරු ව්‍යාපෘතිය මගින් මැදිරිගිරිය ප්‍රාදේශීය සභාව වෙත ට්‍රැක්ටර් රථයක් ප්‍රදානය කිරීමට අදාළ යතුර භාරදීමද ජනාධිපතිතුමා අතින් සිදු විණ.,1
"මැදිරිගිරිය ජාතික පාසලට පාසල් උපකරණ ලබාදීම, ජගත් පරිසර දින සැමරුම වෙනුවෙන් සංවිධානය කළ කෙටි චිත්‍රපට උළෙලේ ජයග්‍රාහකයින්ට තිළිණ ප්‍රදානය කිරීම, ගොවි උපකරණ කට්ටල ප්‍රදානය කිරීම ඇතුළු වැඩසටහන් රැසක් ජගත් පරිසර දින සැමරුම වෙනුවෙන් සංවිධානය කර තිබුණි.",1
"රාජ්‍ය අමාත්‍ය රංජිත් සියඹලාපිටිය, උතුරු මැද පළාත් ප්‍රධාන අමාත්‍ය පේෂල ජයරත්න, නියෝජ්‍ය අමාත්‍ය චන්ද්‍රසිරි සූරියආරච්චි, මහවැලි සංවර්ධන සහ පරිසර අමාත්‍යාංශයේ ලේකම් නිහාල් රූපසිංහ යන මහත්වරුන් ඇතුළු පිරිසක් මෙම අවස්ථාවට එක්ව සිටියහ.",1
ඉදිරි පාර්ලිමේන්තු මැතිවරණය සඳහා ශ්‍රී ලංකා නිදහස් පක්ෂයෙන්  ඉදිරිපත් වන අපේක්ෂකයන් තෝරා ගැනීමට අදාළ අයදුම්පත් කැඳවීම සතියකින් දීර්ඝ කර තිබේ.,1
අද දිනයේ අයදුම්පත් කැඳවීම අවසන් වීමට නියමිතව තිබුණද බොහෝ පිරිසකගේ ඉල්ලීම මත මෙම තීරණය ගත් බව ශ්‍රී ලංකා නිදහස් පක්ෂයේ මහ ලේකම් අනුර ප්‍රියදර්ශන යාපා මහතා ප්‍රකාශ කළේය.,1
පළාත් පාලන ඡන්ද විමසීම සඳහා ඉදිරිපත් වන අපේක්ෂකයන්ගේ අයදුම්පත් කැදවීම ලබන 10 වැනිදා අවසන්වීමට නියමිතය.,1
ජනාධිපතිවරණය සමයේ අනවශ්‍ය වියදම් හා නාස්තිය සම්බන්ධව කතා කළ හිරුණිකා මේවනවිට ගමනාගමනය සඳහා යොදාගන්නේ හෙලිකොප්ටර් බව ෆේස්බුක් පිටුවක් ඔස්සේ පසුගිය දිනක ඇයගේ ඡායාරූපයක් සහිතව චෝදනා නගා තිබුණි.,1
නමුත් එම චෝදනා ප්‍රතික්ෂේප කරමින් හිරුණිකා ෆේස්බුක් සටහනක් තබා කියා ඇත්තේ එම ඡායාරූපය සිටින්නේ තමා නොවන බවයි.,1
ගුවනින් ගමන් කිරීමට තමා බියක් දක්වන නිසාවෙන් ඇය හෙලිකොප්ටර් වලින් ගමන් නොකරන බව එහි දක්වා තිබේ.,1
ඇය එය සිය ෆේස්බුක් පිටුවේ සටහන් කර තිබු අයුරු පහතින්,1
අග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතාට එරෙහිව විපක්ෂයේ මන්ත්‍රීවරුන් පිරිසක් ඉදිරිපත් කර ඇති විශ්වාසභංග යෝජනාවට අත්සන් තබා ඇත්තේ මන්ත්‍රීන් 81 දෙනෙකු බව මුදල් අමාත්‍ය රවී කරුණානායක මහතා පවසයි.,1
එම යෝජනාවේ මන්ත්‍රීන් 114 දෙනෙකු අත්සන් කර ඇති බව පැවසුණත් තමන්ට වාර්තා වී ඇති පරිදි එහි අත්සන් තබා ඇත්තේ 81 දෙනෙකු යැයි අරලියගහ මන්දිරයේ අද පැවැති උත්සවයකට එක්වෙමින් ඒ මහතා කියා සිටියේය.,1
එම මන්ත්‍රීන් 81 දෙනාගෙන් 15 දෙනෙකුද ඊට අත්සන් තබා නැතැයි පවසා ඇති බවක් දැනගන්නට ඇතැයිද ඒ මහතා එහිදී කිවේය.,1
කෙසේ වුවද එකී විශ්වාසභංගය ඉදිරිපත් කරන ලෙස අභියෝග කරන බවද ඇමතිවරයා අවධාරණය කළේය.,1
මෛත්‍රී - රනිල් එකමුතුවෙන් ගොඩනැඟුණු ආණ්ඩුවෙන් ජනතාවට සහන ලබාදෙන දෙන විටදී මහින්ද රාජපක්ෂ මහතාට සහන දීමට නොහැකි වූ නිසා මෙලෙස විශ්වාසභංග ගෙන එන බව ඒ මහතා චෝදනා කළේය.,1
මේ අතර අග්‍රාමාත්‍යවරයාට එරෙහි වීශ්වාසභංග යෝජනාවට සහාය පළ කිරීම සඳහා මන්ත්‍රීවරුන් 120 දෙනෙකු ඊට එකඟතාව පළ කර ඇතැයි පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා අද පැවසීය.,1
කොළඹදී අද පස්වරුවේ පැවැති මාධ්‍ය හමුවකට එක්වෙමින් ඔහු මේ බව කියා සිටි අතර එම මාධ්‍ය හමුවට එක්වූ මහාචාර්ය ජී.එල් පීරිස් මහතා පැවසුවේ අදාළ විශ්වාසභංගයෙන් අගමැතිවරයා ඉවත් කර විකල්ප රජයක් පිහිටුවීමට බලාපොරොත්තු වන බවයි.,1
"ආණ්ඩුක්‍රම ව්‍යවස්ථාවට අනූව අගමැතිවරයාට එරෙහි විශ්වාසභංගය සම්මත වූ පසු කැබිනට්ටුව විසුරුවා හැරෙන බවත්, ජනාධිපතිවරයා විසින් පාර්ලිමේන්තුවේ බහුතර කැමැත්ත හිමි පුද්ගලයාට අගමැති තනතුර ලබාදිය යුතු බවත්, හෙතෙම පෙන්වාදුන්නේය.",1
මුදල් අමාත්‍ය රවී කරුණානායක මහතාට එරෙහිව විපක්ෂයේ පාර්ලිමේන්තු මන්ත්‍රීවරුන් පිරිසක් ගෙන එනවායැයි පසුගියදා මහත් ප්‍රසිද්ධියක් ලබාදුන් විශ්වාසභංග යෝජනාව අද පස්වරුවේදී කතානායක චමල් රාජපක්ෂ මහතාට භාරදී තිබේ.,1
මෙම විශ්වාසභංග යෝජනාව පාර්ලිමේන්තු මන්ත්‍රීවරුන් 100 කට වැඩි ගණනකගේ අත්සනින් භාරදුන් බව පාර්ලිමේන්තු මන්ත්‍රී රංජිත් ද සොයිසා පැවසීය.,1
ඔහු සඳහන් කළේ විශ්වාසභංග යෝජනාවට විපක්ෂයේ මන්ත්‍රීවරුන් මෙන්ම ආණ්ඩු පක්ෂයේ මන්ත්‍රීවරුන්ද අත්සන් තබා ඇති බවයි.,1
මුදල් අමාත්‍ය රවී කරුණානායක මහතාට එරෙහිව විශ්වාසභංග යෝජනාවක් ලබන සතියේදී පාර්ලිමේන්තුවට ගෙන ඒමට පාර්ලිමේන්තු මන්ත්‍රීවරු පිරිසක් සූදානම් වේ.,1
අද උදෑසන අභයාරාමයේ පැවති මාධ්‍ය හමුවකදී පාර්ලිමේන්තු මන්ත්‍රී බන්දුල ගුණවර්ධන මහතා පැවසුවේ මෙම යෝජනාව සඳහා පාර්ලිමේන්තු මන්ත්‍රීවරුන් 90 ක් පමණ මේ වනවිට අත්සන් තබා තිබෙන බවයි.,1
විශ්වාසභංග යෝජනාවට ඇතුළත් කරුණු ගැන සඳහන් කරමින් මෙම මාධ්‍ය හමුවේදී මාධ්‍යවේදීන්ට බෙදාදුන් ලේඛනය මෙන්න!,1
ලෝකවාසී බෞද්ධයින් වෙසක් මංගල්‍යයට සූදානම් වෙද්දී සමස්ත බ්‍රිතාන්‍යයම තවත් රාජකීය දරු උපතක සතුට සැමරීමට සූදානම් වන බවත් එංගලන්තයේ විලියම් කුමරුගේ ප්‍රිය බිරිඳ කේට් මිඩ්ල්ටන් සිය දෙවන දරු උපත සිදුකිරීම සඳහා අද අළුයම රෝහල් ගතවූ බවත් වාර්තා වේ.,1
විදෙස් මාධ්‍ය වාර්තා කරන්නේ එංගලන්ත වේලාවෙන් අද අලුයම 6.00 ට පමණ කේට් කුමරිය රෝහල් ගතව ඇතැයි රජ මාළිගය නිවේදනය කළ බවයි.,1
කේට් කුමරිය මෙවර බිහි කරන්නේ පුතෙක්ද ? දුවෙක්ද ? යන්න පිළිබඳව එංගලන්ත වැසියන් ඕටටු පවා අල්ලමින් සිටින බවත් මෙම රාජකීය දරු උපත සැමරීමට එංගලන්ත වැසියන් සූදානමින් සිටින බවත් මෙම මාධ්‍ය වාර්තා සඳහන් කරයි.,1
32 වැනි වියේ පසුවන විලියම් කුමරු සහ 33 වනවියේ පසුවන කේට් කුමරිය මෙවර උපදින්නේ පුතෙකුද දියණියදැයි නොදන්නා බවත් ඒ බව හඳුනාගැනීමේ වෛද්‍ය පරීක්ෂණයකට ඇය සහභාගී නොවුණු බවත් වැඩිදුරටත් වාර්තා වේ.,1
ශ්‍රී ලංකාවේ නව රජය සිදුකරමින් තිබෙන වැදගත් ප්‍රතිසංස්කරණ සඳහා තාක්ෂණික සහාය ලබාදීමට ඇමරිකාව සූදානම් යැයි අද පෙරවරුවේදී ලංකාවට පැමිණි ඇමරිකානු රාජ්‍ය ලේකම් ජෝන් කෙරී කොළඹදී පැවසීය.,1
මීට පෙර අග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතා පවසා තිබුණේ ශ්‍රී ලාංකිකයින් නීති විරෝධී ආකාරයෙන් විදේශයන්හි සඟවා තිබෙන වත්කම් සෙවීම සඳහා වත්මන් රජය ඇමරිකාවේ සහ ඉන්දියාවේ සහයෝගය ඉල්ලා තිබෙන බවයි.,1
"මේ අනුව, ඇමරිකානු රාජ්‍ය ලේකම්වරයා සඳහන් කරන තාක්ෂණික සහයෝගය ලාංකිකයින් විදේශයන්හි සඟවා ඇතැයි කියන වත්කම් සොයා ගැනීමේ මෙහෙයුම සඳහා ඉතාමත් ඉහළින් ලැබෙනු ඇතැයි අනුමාන කළ හැකිය.",1
"මේ අතර, ඇමරිකානු රාජ්‍ය ලේකම් ජෝන් කෙරී කොළඹදී සඳහන් කළේ ප්‍රජාතන්ත්‍රවාදය නැංවීම, ආයෝජන කටයුතු පුළුල් කිරීම මෙන්ම සබඳතා වර්ධනය කර ගැනීම සඳහා මෙරටට සහයෝගය ලබාදීමට ඇමරිකාව සූදානම් බවයි.",1
ශ්‍රී ලංකාව සමග තිබෙන සම්බන්ධතාවය තවදුරටත් පුළුල් කිරීමට ඇමරිකාව සූදානම් බවත් ආර්ථික වශයෙන් ලංකාව සමග තිබෙන බැඳීම තවදුරටත් ශක්තිමත් කිරීමට ඇමරිකාව කටයුතු කරන බවත් හෙතෙම අවධාරණය කළේය.,1
"ශ්‍රී ලංකාවේ භාණ්ඩ මිලදී ගන්නා ප්‍රමුඛතම රටක් වන ඇමරිකාව විසින් 2013 වසරේදී ඩොලර් බිලියන 2.5 ක් වටිනා මෙරට අපනයන මිලදීගෙන තිබෙන අතර ලංකාව ඇමරිකාවෙන් එම වසරේදී ගෙන්වා තිබෙන්නේ ඩොලර් මිලියන 314 ක් වටිනා භාණ්ඩ පමණි. මේ අනුව, දෙරට අතර ද්විපාර්ශවික වෙළඳාමේදී වැඩි වාසි තිබෙන්නේ ලංකාව පාර්ශවයටයි.",1
පසුගිය රජය චීනයට වඩාත් හිතවාදීවීම පිළිබඳව ඇමරිකාව එතරම් කැමැත්තක් නොදැක්වූ අතර නව රජය චීනයට වඩාත් නැඹුරුවීමේ ප්‍රතිපත්තියෙන් බැහැරවී ඇත.,1
චීන සමාගම් විසින් ලංකාවේ සිදුකරන යටිතල පහසුකම් ව්‍යාපෘති නැවත ඇගයීමට නව රජය තීන්දුකර තිබෙන අතර පසුගිය රජයට වඩා වත්මන් රජය ඇමරිකානු හිතවාදී ප්‍රතිපත්තියක් අනුගමනය කරයි.,1
